name,position,team,element,round,fixture,opponent_team,was_home,kickoff_time,value,selected,minutes,starts,total_points,goals_scored,assists,clean_sheets,goals_conceded,saves,bonus,bps,yellow_cards,red_cards,own_goals,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,defensive_contribution,clearances_blocks_interceptions,recoveries,tackles,influence,creativity,threat,ict_index,xP
Dara O'Shea,DEF,Ipswich,630,11,108,18,False,2024-11-10T14:00:00Z,40,88151,90,1,2,0,0,0,1,0,0,11,0,0,0,0.10,0.01,0.11,1.82,,,,,33.2,0.6,14.0,4.8,0.8
Kalvin Phillips,MID,Ipswich,359,11,108,18,False,2024-11-10T14:00:00Z,49,6691,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Ibrahima Konaté,DEF,Liverpool,326,11,105,2,True,2024-11-09T20:00:00Z,53,1474174,90,1,6,0,0,1,0,0,0,25,0,0,0,0.11,0.01,0.12,1.38,,,,,16.8,11.0,4.0,3.2,3.7
Chadi Riad Dnanou,DEF,Crystal Palace,195,11,104,9,True,2024-11-09T15:00:00Z,43,5557,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Freddie Ladapo,FWD,Ipswich,276,11,108,18,False,2024-11-10T14:00:00Z,45,78032,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Levi Colwill,DEF,Chelsea,162,11,103,1,True,2024-11-10T16:30:00Z,46,312021,90,1,1,0,0,0,1,0,0,4,1,0,0,0.00,0.01,0.01,0.99,,,,,16.6,10.8,2.0,2.9,1.2
Nick Pope,GK,Newcastle,413,11,107,16,False,2024-11-10T14:00:00Z,50,749230,90,1,2,0,0,0,1,2,0,9,0,0,0,0.00,0.00,0.00,0.63,,,,,19.2,0.0,0.0,1.9,3.0
Jorge Luiz Frello Filho,MID,Arsenal,7,11,103,6,False,2024-11-10T16:30:00Z,48,25557,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.5
Oliwier Zych,GK,Aston Villa,641,11,105,12,False,2024-11-09T20:00:00Z,40,81893,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,-1.0
Luke Woolfenden,DEF,Ipswich,284,11,108,18,False,2024-11-10T14:00:00Z,40,184276,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,-0.2
Łukasz Fabiański,GK,West Ham,521,11,109,8,True,2024-11-09T15:00:00Z,40,1918554,90,1,9,0,0,1,0,4,2,29,0,0,0,0.00,0.00,0.00,1.11,,,,,34.0,0.0,0.0,3.4,4.7
Idrissa Gueye,MID,Everton,222,11,109,19,False,2024-11-09T15:00:00Z,49,6346,90,1,2,0,0,1,0,0,0,9,1,0,0,0.06,0.26,0.32,0.83,,,,,14.8,45.6,9.0,6.9,2.0
Joe Gomez,DEF,Liverpool,322,11,105,2,True,2024-11-09T20:00:00Z,48,46342,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,1.3
Dominic Calvert-Lewin,FWD,Everton,220,11,109,19,False,2024-11-09T15:00:00Z,58,368048,74,1,2,0,0,1,0,0,0,8,0,0,0,0.17,0.05,0.22,0.47,,,,,6.8,26.3,29.0,6.2,2.0
Yerson Mosquera,DEF,Wolves,558,11,110,17,True,2024-11-09T15:00:00Z,40,64786,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Sil Swinkels,DEF,Aston Villa,640,11,105,12,False,2024-11-09T20:00:00Z,40,7561,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,-1.0
Konstantinos Tsimikas,DEF,Liverpool,337,11,105,2,True,2024-11-09T20:00:00Z,46,29686,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,2.3
Christian Nørgaard,MID,Brentford,101,11,101,3,True,2024-11-09T15:00:00Z,48,23154,82,1,2,0,0,0,2,0,0,16,0,0,0,0.08,0.01,0.09,2.17,,,,,15.4,1.7,7.0,2.4,3.0
Emiliano Martínez Romero,GK,Aston Villa,47,11,105,12,False,2024-11-09T20:00:00Z,50,1405721,90,1,2,0,0,0,2,3,0,6,0,0,0,0.00,0.00,0.00,2.02,,,,,19.6,0.0,0.0,2.0,0.3
Declan Rice,MID,Arsenal,16,11,103,6,False,2024-11-10T16:30:00Z,63,293833,70,1,2,0,0,0,1,0,0,11,0,0,0,0.00,0.07,0.07,1.22,,,,,9.0,5.7,2.0,1.7,2.6
Dejan Kulusevski,MID,Spurs,492,11,108,10,True,2024-11-10T14:00:00Z,63,467160,90,1,2,0,0,0,2,0,0,12,0,0,0,0.00,0.34,0.34,1.74,,,,,12.2,40.0,8.0,6.0,3.2
Pascal Groß,MID,Brighton,125,11,102,13,True,2024-11-09T17:30:00Z,65,2734,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Gabriel dos Santos Magalhães,DEF,Arsenal,3,11,103,6,False,2024-11-10T16:30:00Z,62,2339528,90,1,2,0,0,0,1,0,0,14,0,0,0,0.00,0.23,0.23,1.28,,,,,21.6,12.0,4.0,3.8,2.2
Cody Gakpo,FWD,Liverpool,321,11,105,2,True,2024-11-09T20:00:00Z,71,226054,25,0,1,0,0,0,0,0,0,3,0,0,0,0.06,0.00,0.06,0.22,,,,,0.2,0.8,21.0,2.2,4.7
Salah-Eddine Oulad M'hand,MID,Arsenal,638,11,103,6,False,2024-11-10T16:30:00Z,45,1383,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.5
Mohammed Kudus,MID,West Ham,525,11,109,8,True,2024-11-09T15:00:00Z,62,269407,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Benicio Baker-Boaitey,MID,Brighton,114,11,102,13,True,2024-11-09T17:30:00Z,45,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Vitaly Janelt,MID,Brentford,94,11,101,3,True,2024-11-09T15:00:00Z,49,47738,90,1,5,0,1,0,2,0,0,27,0,0,0,0.14,0.31,0.45,2.61,,,,,33.2,33.8,24.0,9.1,6.3
Adama Traoré,MID,Fulham,239,11,104,7,False,2024-11-09T15:00:00Z,51,376330,1,0,1,0,0,0,0,0,0,4,0,0,0,0.00,0.09,0.09,0.02,,,,,2.0,4.3,0.0,0.6,2.7
Jens Cajuste,MID,Ipswich,619,11,108,18,False,2024-11-10T14:00:00Z,45,5082,90,1,2,0,0,0,1,0,0,7,0,0,0,0.00,0.01,0.01,1.65,,,,,4.6,0.9,4.0,1.0,0.8
Tommy Setford,GK,Arsenal,639,11,103,6,False,2024-11-10T16:30:00Z,45,3408,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.5
Alexis Mac Allister,MID,Liverpool,329,11,105,2,True,2024-11-09T20:00:00Z,62,157967,86,1,3,0,0,1,0,0,0,16,0,0,0,0.00,0.08,0.08,1.33,,,,,7.8,20.0,0.0,2.8,2.7
Endo Wataru,MID,Liverpool,320,11,105,2,True,2024-11-09T20:00:00Z,47,15940,3,0,1,0,0,0,0,0,0,3,0,0,0,0.00,0.00,0.00,0.05,,,,,0.2,0.3,0.0,0.1,2.0
João Pedro Ferreira Silva,MID,Nott'm Forest,596,11,107,15,True,2024-11-10T14:00:00Z,59,11704,31,0,1,0,0,0,2,0,0,10,0,0,0,0.00,0.05,0.05,0.69,,,,,12.4,19.0,0.0,3.1,1.0
Ashley Phillips,DEF,Spurs,478,11,108,10,True,2024-11-10T14:00:00Z,40,23091,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Keane Lewis-Potter,MID,Brentford,98,11,101,3,True,2024-11-09T15:00:00Z,50,13702,90,1,2,0,0,0,2,0,0,19,0,0,0,0.00,0.27,0.27,2.61,,,,,19.4,36.7,4.0,6.0,3.3
Ben Johnson,DEF,Ipswich,275,11,108,18,False,2024-11-10T14:00:00Z,40,231296,90,1,1,0,0,0,1,0,0,-2,1,0,0,0.00,0.01,0.01,1.82,,,,,7.0,1.8,2.0,1.1,0.5
Michael Golding,MID,Leicester,292,11,106,14,False,2024-11-10T14:00:00Z,44,31901,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
João Félix Sequeira,MID,Chelsea,621,11,103,1,True,2024-11-10T16:30:00Z,61,54108,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,-0.5
Remi Matthews,GK,Crystal Palace,209,11,104,9,True,2024-11-09T15:00:00Z,40,65617,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Zach Marsh,FWD,Crystal Palace,676,11,104,9,True,2024-11-09T15:00:00Z,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,1.0
Alfie Gilchrist,DEF,Chelsea,170,11,103,1,True,2024-11-10T16:30:00Z,40,4252,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Nayef Aguerd,DEF,West Ham,529,11,109,8,True,2024-11-09T15:00:00Z,44,5238,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Emile Smith Rowe,MID,Fulham,19,11,104,7,False,2024-11-09T15:00:00Z,57,2739554,88,1,11,1,0,1,0,0,3,40,0,0,0,0.18,0.05,0.23,1.50,,,,,47.2,38.7,29.0,11.5,6.3
Enes Ünal,FWD,Bournemouth,65,11,101,4,False,2024-11-09T15:00:00Z,54,5297,14,0,1,0,0,0,0,0,0,2,0,0,0,0.06,0.00,0.06,0.45,,,,,0.0,0.0,6.0,0.6,1.0
Lucas Bergström,GK,Chelsea,154,11,103,1,True,2024-11-10T16:30:00Z,40,27602,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,-0.5
Kacper Kozłowski,MID,Brighton,130,11,102,13,True,2024-11-09T17:30:00Z,45,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Francisco Evanilson de Lima Barbosa,FWD,Bournemouth,617,11,101,4,False,2024-11-09T15:00:00Z,59,126777,90,1,8,1,0,0,3,0,2,35,0,0,0,0.97,0.01,0.98,1.48,,,,,41.4,23.3,25.0,9.0,7.7
Axel Tuanzebe,DEF,Ipswich,282,11,108,18,False,2024-11-10T14:00:00Z,40,250289,90,1,1,0,0,0,1,0,0,1,1,0,0,0.00,0.00,0.00,1.82,,,,,6.4,0.9,0.0,0.7,0.0
Gabriel Fernando de Jesus,FWD,Arsenal,2,11,103,6,False,2024-11-10T16:30:00Z,68,97572,9,0,1,0,0,0,0,0,0,1,0,0,0,0.00,0.00,0.00,0.04,,,,,0.8,1.0,0.0,0.2,1.2
Iliman Ndiaye,FWD,Everton,232,11,109,19,False,2024-11-09T15:00:00Z,54,120544,90,1,2,0,0,1,0,0,0,17,0,0,0,0.07,0.03,0.10,0.83,,,,,22.6,9.3,25.0,5.7,1.5
David Raya Martin,GK,Arsenal,15,11,103,6,False,2024-11-10T16:30:00Z,56,3095312,90,1,2,0,0,0,1,2,0,17,0,0,0,0.00,0.00,0.00,1.28,,,,,20.2,0.0,0.0,2.0,2.2
Enso González,MID,Wolves,547,11,110,17,True,2024-11-09T15:00:00Z,45,2734,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Archie Gray,MID,Spurs,489,11,108,10,True,2024-11-10T14:00:00Z,47,15009,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.8
Christopher Nkunku,MID,Chelsea,181,11,103,1,True,2024-11-10T16:30:00Z,59,268857,2,0,1,0,0,0,0,0,0,4,0,0,0,0.00,0.00,0.00,0.40,,,,,0.0,0.0,0.0,0.0,-0.2
Manuel Akanji,DEF,Man City,340,11,102,5,False,2024-11-09T17:30:00Z,55,469888,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,3.3
Kaelan Casey,DEF,West Ham,643,11,109,8,True,2024-11-09T15:00:00Z,40,21385,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Ryan Gravenberch,MID,Liverpool,323,11,105,2,True,2024-11-09T20:00:00Z,50,99467,90,1,3,0,0,1,0,0,0,20,0,0,0,0.03,0.02,0.05,1.38,,,,,22.4,5.1,1.0,2.9,3.3
Joe Willock,MID,Newcastle,420,11,107,16,False,2024-11-10T14:00:00Z,48,21649,68,1,2,0,0,0,1,0,0,12,0,0,0,0.06,0.13,0.19,0.48,,,,,10.2,40.2,16.0,6.6,1.7
Mark Flekken,GK,Brentford,91,11,101,3,True,2024-11-09T15:00:00Z,45,1336155,90,1,1,0,0,0,2,1,0,7,0,0,0,0.00,0.00,0.00,2.61,,,,,15.4,0.0,0.0,1.5,2.0
Lewis Cook,MID,Bournemouth,64,11,101,4,False,2024-11-09T15:00:00Z,50,28833,90,1,5,0,1,0,3,0,0,23,0,0,0,0.13,0.37,0.50,1.48,,,,,25.8,19.5,7.0,5.2,3.0
Alex Iwobi,MID,Fulham,247,11,104,7,False,2024-11-09T15:00:00Z,55,224107,88,1,5,0,1,1,0,0,0,30,1,0,0,0.14,0.64,0.78,1.50,,,,,36.0,54.7,28.0,11.9,6.0
Ethan Nwaneri,MID,Arsenal,12,11,103,6,False,2024-11-10T16:30:00Z,45,35853,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,1.2
Ross Stewart,FWD,Southampton,473,11,110,20,False,2024-11-09T15:00:00Z,45,248150,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Matt Doherty,DEF,Wolves,543,11,110,17,True,2024-11-09T15:00:00Z,43,16382,1,0,1,0,0,0,0,0,0,3,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.8
Alejo Véliz,FWD,Spurs,507,11,108,10,True,2024-11-10T14:00:00Z,50,629,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Ilkay Gündogan,MID,Man City,625,11,102,5,False,2024-11-09T17:30:00Z,65,65989,71,1,3,0,0,1,0,0,0,13,0,0,0,0.00,0.01,0.01,1.46,,,,,4.6,9.7,6.0,2.0,4.0
Isaac Hayden,MID,Newcastle,400,11,107,16,False,2024-11-10T14:00:00Z,45,8426,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Wilson Odobert,MID,Spurs,612,11,108,10,True,2024-11-10T14:00:00Z,53,2708,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Conor Bradley,DEF,Liverpool,313,11,105,2,True,2024-11-09T20:00:00Z,47,28243,65,0,6,0,0,1,0,0,0,25,0,0,0,0.00,0.01,0.01,1.23,,,,,8.6,1.7,0.0,1.0,3.3
Tom Cairney,MID,Fulham,243,11,104,7,False,2024-11-09T15:00:00Z,48,3572,7,0,1,0,0,0,0,0,0,3,0,0,0,0.00,0.01,0.01,0.04,,,,,3.0,4.0,0.0,0.7,0.7
Jarell Quansah,DEF,Liverpool,333,11,105,2,True,2024-11-09T20:00:00Z,40,101315,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,1.0
Jacob Ramsey,MID,Aston Villa,53,11,105,12,False,2024-11-09T20:00:00Z,54,34544,45,1,1,0,0,0,1,0,0,4,0,0,0,0.12,0.01,0.13,0.81,,,,,0.0,0.9,9.0,1.0,0.3
Emiliano Buendía Stati,MID,Aston Villa,31,11,105,12,False,2024-11-09T20:00:00Z,53,9165,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,-1.0
James McAtee,MID,Man City,357,11,102,5,False,2024-11-09T17:30:00Z,47,4426,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,1.0
Andrew Robertson,DEF,Liverpool,335,11,105,2,True,2024-11-09T20:00:00Z,59,523538,90,1,8,0,0,1,0,0,2,34,0,0,0,0.00,0.26,0.26,1.38,,,,,19.6,32.6,10.0,6.2,4.0
Luke Harris,MID,Fulham,246,11,104,7,False,2024-11-09T15:00:00Z,45,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Youri Tielemans,MID,Aston Villa,57,11,105,12,False,2024-11-09T20:00:00Z,55,149716,90,1,1,0,0,0,2,0,0,19,1,0,0,0.00,0.15,0.15,2.02,,,,,23.8,43.5,0.0,6.7,0.3
João Neves Virgínia,GK,Everton,227,11,109,19,False,2024-11-09T15:00:00Z,40,45375,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Oleksandr Zinchenko,DEF,Arsenal,25,11,103,6,False,2024-11-10T16:30:00Z,48,109869,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.8
Francisco Jorge Tomás Oliveira,MID,Wolves,537,11,110,17,True,2024-11-09T15:00:00Z,45,10590,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Ederson Santana de Moraes,GK,Man City,347,11,102,5,False,2024-11-09T17:30:00Z,55,952789,90,1,1,0,0,0,2,2,0,11,0,0,0,0.00,0.00,0.00,2.29,,,,,25.0,0.0,0.0,2.5,4.0
Andrew Omobamidele,DEF,Nott'm Forest,440,11,107,15,True,2024-11-10T14:00:00Z,43,5679,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Norberto Bercique Gomes Betuncal,FWD,Everton,218,11,109,19,False,2024-11-09T15:00:00Z,50,70256,15,0,1,0,0,0,0,0,0,5,0,0,0,0.00,0.00,0.00,0.35,,,,,5.0,0.0,2.0,0.7,3.0
Diogo Dalot Teixeira,DEF,Man Utd,369,11,106,11,True,2024-11-10T14:00:00Z,51,1218431,56,1,1,0,0,0,0,0,0,6,0,0,0,0.00,0.01,0.01,0.73,,,,,7.6,0.9,2.0,1.1,1.0
Pape Matar Sarr,MID,Spurs,499,11,108,10,True,2024-11-10T14:00:00Z,48,23111,65,1,2,0,0,0,2,0,0,16,0,0,0,0.00,0.05,0.05,1.72,,,,,10.8,19.6,0.0,3.0,2.2
Danny Welbeck,FWD,Brighton,148,11,102,13,True,2024-11-09T17:30:00Z,59,2220379,90,1,2,0,0,0,1,0,0,2,0,0,0,0.30,0.01,0.31,2.22,,,,,2.4,2.6,12.0,1.7,3.7
Yankuba Minteh,MID,Brighton,135,11,102,13,True,2024-11-09T17:30:00Z,53,60255,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,-0.5
Nathan Aké,DEF,Man City,341,11,102,5,False,2024-11-09T17:30:00Z,53,107698,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,1.3
Bernd Leno,GK,Fulham,248,11,104,7,False,2024-11-09T15:00:00Z,50,277635,90,1,9,0,0,1,0,4,2,34,0,0,0,0.00,0.00,0.00,1.52,,,,,31.4,0.0,0.0,3.1,4.7
Jamaal Lascelles,DEF,Newcastle,407,11,107,16,False,2024-11-10T14:00:00Z,45,487,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Axel Disasi,DEF,Chelsea,167,11,103,1,True,2024-11-10T16:30:00Z,43,31156,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,-0.5
Ismeal Kabia,MID,Arsenal,659,11,103,6,False,2024-11-10T16:30:00Z,45,1323,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.5
Kevin Schade,MID,Brentford,106,11,101,3,True,2024-11-09T15:00:00Z,52,9200,7,0,0,0,0,0,0,0,0,-3,1,0,0,0.27,0.00,0.27,0.44,,,,,0.0,0.3,10.0,0.8,0.7
Victor Kristiansen,DEF,Leicester,296,11,106,14,False,2024-11-10T14:00:00Z,45,12329,90,1,-1,0,0,0,3,0,0,-2,0,0,1,0.00,0.01,0.01,0.70,,,,,12.6,2.2,0.0,1.5,0.3
Kyle Walker-Peters,DEF,Southampton,476,11,110,20,False,2024-11-09T15:00:00Z,44,41029,90,1,0,0,0,0,2,0,0,7,1,0,0,0.00,0.02,0.02,1.26,,,,,24.4,3.7,2.0,3.0,3.2
Daniel Bentley,GK,Wolves,536,11,110,17,True,2024-11-09T15:00:00Z,40,178968,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.5
Ivan Toney,FWD,Brentford,108,11,101,3,True,2024-11-09T15:00:00Z,73,140044,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Carlos Soler,MID,West Ham,654,11,109,8,True,2024-11-09T15:00:00Z,50,2020,23,0,1,0,0,0,0,0,0,4,0,0,0,0.04,0.01,0.05,0.06,,,,,3.0,0.6,2.0,0.6,1.0
Antonee Robinson,DEF,Fulham,255,11,104,7,False,2024-11-09T15:00:00Z,47,1692072,90,1,6,0,0,1,0,0,0,24,0,0,0,0.06,0.05,0.11,1.52,,,,,12.4,18.5,10.0,4.1,4.7
Romain Faivre,MID,Bournemouth,66,11,101,4,False,2024-11-09T15:00:00Z,50,646,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
James Ward-Prowse,MID,Nott'm Forest,531,11,107,15,True,2024-11-10T14:00:00Z,62,62716,2,0,1,0,0,0,0,0,0,3,0,0,0,0.00,0.00,0.00,0.19,,,,,0.8,0.3,0.0,0.1,0.2
Patson Daka,FWD,Leicester,289,11,106,14,False,2024-11-10T14:00:00Z,48,11731,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Illia Zabarnyi,DEF,Bournemouth,85,11,101,4,False,2024-11-09T15:00:00Z,44,38396,90,1,0,0,0,0,3,0,0,0,1,0,0,0.00,0.01,0.01,1.48,,,,,20.6,1.9,0.0,2.3,1.3
Gavin Bazunu,GK,Southampton,454,11,110,20,False,2024-11-09T15:00:00Z,43,12089,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Sven Botman,DEF,Newcastle,393,11,107,16,False,2024-11-10T14:00:00Z,44,1396,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Hugo Bueno López,DEF,Wolves,549,11,110,17,True,2024-11-09T15:00:00Z,45,805,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Danny Ward,GK,Leicester,308,11,106,14,False,2024-11-10T14:00:00Z,40,237134,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Samuel Amo-Ameyaw,MID,Southampton,451,11,110,20,False,2024-11-09T15:00:00Z,45,11138,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,-0.5
Joe Gauci,GK,Aston Villa,39,11,105,12,False,2024-11-09T20:00:00Z,40,92181,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,-1.0
João Pedro Junqueira de Jesus,FWD,Brighton,129,11,102,13,True,2024-11-09T17:30:00Z,54,669482,25,0,11,1,1,0,0,0,3,38,0,0,0,0.53,0.36,0.89,0.19,,,,,52.4,15.3,23.0,9.1,2.0
Justin Kluivert,MID,Bournemouth,71,11,101,4,False,2024-11-09T15:00:00Z,53,48841,75,1,7,1,0,0,3,0,0,30,0,0,0,0.13,0.13,0.26,1.02,,,,,39.6,18.0,27.0,8.5,4.0
Ollie Scarles,DEF,West Ham,677,11,109,8,True,2024-11-09T15:00:00Z,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,1.2
Josh Wilson-Esbrand,DEF,Man City,675,11,102,5,False,2024-11-09T17:30:00Z,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,2.2
Martin Dúbravka,GK,Newcastle,396,11,107,16,False,2024-11-10T14:00:00Z,43,57081,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Flynn Downes,MID,Southampton,518,11,110,20,False,2024-11-09T15:00:00Z,48,5997,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.8
Alejandro Garnacho,MID,Man Utd,372,11,106,11,True,2024-11-10T14:00:00Z,64,1222561,33,0,6,1,0,0,0,0,0,21,0,0,0,0.06,0.01,0.07,0.05,,,,,35.2,1.8,13.0,5.0,3.3
Ronnie Edwards,DEF,Southampton,460,11,110,20,False,2024-11-09T15:00:00Z,39,34199,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,-0.5
Edson Álvarez Velázquez,MID,West Ham,511,11,109,8,True,2024-11-09T15:00:00Z,50,12126,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
