name,position,team,element,round,fixture,opponent_team,was_home,kickoff_time,value,selected,transfers_in,transfers_out,transfers_balance,minutes,starts,total_points,goals_scored,assists,clean_sheets,goals_conceded,saves,bonus,bps,yellow_cards,red_cards,own_goals,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,defensive_contribution,clearances_blocks_interceptions,recoveries,tackles,influence,creativity,threat,ict_index,xP
Harry Gray,FWD,Leeds,741,21,209,15,False,2026-01-07T20:15:00Z,45,15663,699,917,-218,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Kaden Rodney,MID,Crystal Palace,281,21,205,2,True,2026-01-07T19:30:00Z,44,5944,104,136,-32,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Odysseas Vlachodimos,GK,Newcastle,472,21,209,11,True,2026-01-07T20:15:00Z,40,1827,0,16,-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Yunus Emre Konak,MID,Brentford,131,21,203,17,True,2026-01-07T19:30:00Z,43,26139,709,1217,-508,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Kyle Walker-Peters,DEF,West Ham,659,21,210,16,True,2026-01-06T20:00:00Z,42,36485,1246,3050,-1804,90,1,0,0,0,0,2,0,0,5,1,0,0,0.03,0.05,0.08,1.38,5,1,3,4,14.6,13.1,21.0,4.9,0.0
Gabriel Gudmundsson,DEF,Leeds,347,21,209,15,False,2026-01-07T20:15:00Z,38,526587,35979,16440,19539,90,1,0,0,0,0,4,0,0,-4,0,0,0,0.00,0.12,0.12,2.44,5,4,5,1,14.2,15.6,4.0,3.4,0.0
Jacob Slater,DEF,Brighton,155,21,208,13,False,2026-01-07T19:30:00Z,40,11789,0,57,-57,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Joe White,MID,Newcastle,498,21,209,11,True,2026-01-07T20:15:00Z,45,653,0,3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Sam Alabi,MID,Newcastle,772,21,209,11,True,2026-01-07T20:15:00Z,45,158,31,29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Tyrell Malacia,DEF,Man Utd,448,21,204,3,False,2026-01-07T20:15:00Z,38,52362,614,1331,-717,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Ian Maatsen,DEF,Aston Villa,39,21,205,8,False,2026-01-07T19:30:00Z,42,65039,2385,2313,72,17,0,1,0,0,0,0,0,0,5,0,0,0,0.04,0.00,0.04,0.00,4,3,2,1,4.4,0.2,4.0,0.9,0.0
Nathan Aké,DEF,Man City,405,21,208,6,True,2026-01-07T19:30:00Z,53,77820,2994,801,2193,72,1,2,0,0,0,1,0,0,15,0,0,0,0.00,0.13,0.13,1.16,2,2,1,0,12.4,29.3,6.0,4.8,0.0
Enso González Medina,MID,Wolves,652,21,206,9,False,2026-01-07T19:30:00Z,43,172836,3072,5628,-2556,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Jayden Bogle,DEF,Leeds,342,21,209,15,False,2026-01-07T20:15:00Z,44,21509,180,1891,-1711,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
James Maddison,MID,Spurs,581,21,202,4,False,2026-01-07T19:30:00Z,68,15369,46,70,-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Pervis Estupiñán Tenorio,DEF,Brighton,147,21,208,13,False,2026-01-07T19:30:00Z,45,1196,0,4,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Solly March,MID,Brighton,159,21,208,13,False,2026-01-07T19:30:00Z,58,905,14,19,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Wes Foderingham,GK,West Ham,601,21,210,16,True,2026-01-06T20:00:00Z,40,31259,0,340,-340,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Kobbie Mainoo,MID,Man Utd,458,21,204,3,False,2026-01-07T20:15:00Z,46,49451,458,1386,-928,16,0,1,0,0,0,0,0,0,5,0,0,0,0.02,0.01,0.03,0.02,3,0,3,0,0.8,2.9,1.0,0.5,0.0
Ryan Yates,MID,Nott'm Forest,522,21,210,19,False,2026-01-06T20:00:00Z,47,7923,10,182,-172,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Kevin Schade,MID,Brentford,120,21,203,17,True,2026-01-07T19:30:00Z,71,327010,78786,21684,57102,90,1,6,0,1,1,0,0,0,17,0,0,0,0.66,0.39,1.05,1.72,5,1,3,1,27.8,45.3,35.0,10.8,0.0
David Møller Wolfe,DEF,Wolves,682,21,206,9,False,2026-01-07T19:30:00Z,43,8068,67,172,-105,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Arthur Masuaku,DEF,Sunderland,678,21,203,5,False,2026-01-07T19:30:00Z,39,70222,23,1277,-1254,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Filip Marschall,GK,Aston Villa,35,21,205,8,False,2026-01-07T19:30:00Z,40,1136,0,15,-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Joe Gomez,DEF,Liverpool,376,21,201,1,False,2026-01-08T20:00:00Z,49,17815,135,262,-127,1,0,1,0,0,0,0,0,0,3,0,0,0,0.00,0.00,0.00,0.12,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Felipe Rodrigues da Silva,DEF,Nott'm Forest,511,21,210,19,False,2026-01-06T20:00:00Z,43,10470,101,283,-182,1,0,1,0,0,0,0,0,0,2,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.3,0.0,0.0,0.0
Mohammed Kudus,MID,Spurs,582,21,202,4,False,2026-01-07T19:30:00Z,64,1625283,6022,170418,-164396,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Richarlison de Andrade,FWD,Spurs,597,21,202,4,False,2026-01-07T19:30:00Z,64,999490,41380,43850,-2470,23,0,1,0,0,0,1,0,0,-2,0,0,0,0.38,0.00,0.38,0.41,0,0,0,0,0.0,0.0,14.0,1.2,0.0
Michael Kayode,DEF,Brentford,110,21,203,17,True,2026-01-07T19:30:00Z,45,91106,7110,5092,2018,81,1,6,0,0,1,0,0,0,26,0,0,0,0.00,0.05,0.05,1.62,6,6,4,0,13.8,16.0,0.0,3.0,0.0
Granit Xhaka,MID,Sunderland,668,21,203,5,False,2026-01-07T19:30:00Z,52,910315,46413,34137,12276,90,1,2,0,0,0,3,0,0,20,0,0,0,0.06,0.17,0.23,3.24,8,1,6,1,12.8,6.4,9.0,2.8,0.0
Mikkel Damsgaard,MID,Brentford,121,21,203,17,True,2026-01-07T19:30:00Z,58,71493,2932,2972,-40,29,0,1,0,0,0,0,0,0,7,0,0,0,0.12,0.36,0.48,0.30,3,0,2,1,2.4,14.9,17.0,3.4,0.0
Albert Sambi Lokonga,MID,Arsenal,29,21,201,12,True,2026-01-08T20:00:00Z,45,6550,0,30,-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Declan Rice,MID,Arsenal,21,21,201,12,True,2026-01-08T20:00:00Z,72,3182200,621377,40467,580910,90,1,3,0,0,1,0,0,0,20,0,0,0,0.07,0.15,0.22,0.36,9,3,4,2,18.2,28.8,7.0,5.4,0.0
Mathias Jensen,MID,Brentford,126,21,203,17,True,2026-01-07T19:30:00Z,49,10377,341,457,-116,75,1,3,0,0,1,0,0,0,9,0,0,0,0.09,0.17,0.26,1.62,3,0,2,1,5.0,23.6,15.0,4.4,0.0
Joël Veltman,DEF,Brighton,152,21,208,13,False,2026-01-07T19:30:00Z,43,18792,955,2421,-1466,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Joachim Andersen,DEF,Fulham,317,21,207,7,True,2026-01-07T19:30:00Z,46,709647,10606,49733,-39127,90,1,2,0,0,0,1,0,0,12,0,0,0,0.00,0.03,0.03,2.39,8,7,4,1,27.4,3.3,0.0,3.1,0.0
James Garner,MID,Everton,303,21,206,20,True,2026-01-07T19:30:00Z,51,457152,144750,21450,123300,90,1,6,0,0,0,1,0,2,27,0,0,0,0.08,0.36,0.44,0.73,16,5,9,2,24.4,31.8,17.0,7.3,0.0
Stephen Mfuni,DEF,Man City,740,21,208,6,True,2026-01-07T19:30:00Z,39,5016,47,86,-39,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Joshua Zirkzee,FWD,Man Utd,466,21,204,3,False,2026-01-07T20:15:00Z,58,69361,6944,3043,3901,16,0,1,0,0,0,0,0,0,2,0,0,0,0.08,0.00,0.08,0.02,2,0,2,0,0.0,12.5,15.0,2.7,0.0
Jayden Meghoma,DEF,Brentford,118,21,203,17,True,2026-01-07T19:30:00Z,40,5476,0,42,-42,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Conor Bradley,DEF,Liverpool,375,21,201,1,False,2026-01-08T20:00:00Z,50,30294,2821,1215,1606,90,1,6,0,0,1,0,0,0,24,0,0,0,0.03,0.01,0.04,0.45,8,7,3,1,15.6,3.5,1.0,2.0,0.0
Igor Thiago Nascimento Rodrigues,FWD,Brentford,136,21,203,17,True,2026-01-07T19:30:00Z,70,4030514,732380,56866,675514,81,1,12,2,0,1,0,0,3,70,1,0,0,1.48,0.15,1.63,1.62,8,2,6,0,76.0,23.1,109.0,20.8,0.0
Florian Wirtz,MID,Liverpool,382,21,201,1,False,2026-01-08T20:00:00Z,82,1322268,44200,81302,-37102,90,1,3,0,0,1,0,0,0,17,0,0,0,0.00,0.03,0.03,0.57,5,0,4,1,7.2,20.6,4.0,3.2,0.0
Leandro Trossard,MID,Arsenal,20,21,201,12,True,2026-01-08T20:00:00Z,70,230658,16786,60663,-43877,63,1,2,0,0,1,0,0,0,7,1,0,0,0.09,0.05,0.14,0.21,5,0,3,2,2.4,1.7,9.0,1.3,0.0
William Saliba,DEF,Arsenal,6,21,201,12,True,2026-01-08T20:00:00Z,59,1484334,34141,56674,-22533,90,1,7,0,0,1,0,0,1,28,0,0,0,0.00,0.15,0.15,0.36,5,5,4,0,13.8,19.3,0.0,3.3,0.0
Harry Amass,DEF,Man Utd,445,21,204,3,False,2026-01-07T20:15:00Z,40,9053,0,40,-40,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Cheick Doucouré,MID,Crystal Palace,268,21,205,2,True,2026-01-07T19:30:00Z,49,370,3,7,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Anthony Elanga,MID,Newcastle,486,21,209,11,True,2026-01-07T20:15:00Z,65,343579,84,5754,-5670,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Noni Madueke,MID,Arsenal,18,21,201,12,True,2026-01-08T20:00:00Z,68,85822,1259,3119,-1860,12,0,1,0,0,0,0,0,0,6,0,0,0,0.00,0.06,0.06,0.06,0,0,0,0,2.0,14.5,4.0,2.1,0.0
Saša Lukić,MID,Fulham,332,21,207,7,True,2026-01-07T19:30:00Z,49,8451,282,283,-1,17,0,1,0,0,0,0,0,0,3,0,0,0,0.00,0.11,0.11,0.06,2,1,1,0,2.2,11.8,2.0,1.6,0.0
Luke Rawlings,MID,Wolves,767,21,206,9,False,2026-01-07T19:30:00Z,45,542,106,60,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Max Dowman,MID,Arsenal,700,21,201,12,True,2026-01-08T20:00:00Z,43,40841,789,2345,-1556,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Stefan Ortega Moreno,GK,Man City,400,21,208,6,True,2026-01-07T19:30:00Z,47,20679,57,136,-79,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Rúben dos Santos Gato Alves Dias,DEF,Man City,408,21,208,6,True,2026-01-07T19:30:00Z,57,788103,17094,167885,-150791,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Chris Mepham,DEF,Bournemouth,79,21,202,18,True,2026-01-07T19:30:00Z,40,8996,0,52,-52,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Joe Willock,MID,Newcastle,494,21,209,11,True,2026-01-07T20:15:00Z,50,9498,271,314,-43,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Elliot Anderson,MID,Nott'm Forest,517,21,210,19,False,2026-01-06T20:00:00Z,53,581021,19223,30108,-10885,90,1,7,0,1,0,1,0,0,18,0,0,0,0.00,0.07,0.07,0.95,22,7,11,4,39.4,17.6,0.0,5.7,0.0
Jack Hinshelwood,MID,Brighton,163,21,208,13,False,2026-01-07T19:30:00Z,51,6268,52,837,-785,90,1,5,0,0,0,1,0,1,20,0,0,0,0.00,0.16,0.16,2.55,14,7,4,3,23.4,3.6,0.0,2.7,0.0
David Brooks,MID,Bournemouth,86,21,202,18,True,2026-01-07T19:30:00Z,50,26515,2541,995,1546,26,0,4,0,1,0,1,0,0,10,0,0,0,0.09,0.01,0.10,0.98,2,0,2,0,15.6,10.6,5.0,3.1,0.0
Kevin Santos Lopes de Macedo,MID,Fulham,731,21,207,7,True,2026-01-07T19:30:00Z,58,7829,283,578,-295,45,0,1,0,0,0,1,0,0,7,0,0,0,0.11,0.11,0.22,1.46,5,2,1,2,13.2,7.1,20.0,4.0,0.0
Nikola Milenković,DEF,Nott'm Forest,505,21,210,19,False,2026-01-06T20:00:00Z,51,418327,4926,9164,-4238,90,1,2,0,0,0,1,0,0,6,0,0,0,0.00,0.00,0.00,0.95,7,6,1,1,13.0,0.5,6.0,2.0,0.0
Julio Soler Barreto,DEF,Bournemouth,80,21,202,18,True,2026-01-07T19:30:00Z,40,29635,586,609,-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Pascal Groß,MID,Brighton,783,21,208,13,False,2026-01-07T19:30:00Z,55,1072,1136,145,991,90,1,1,0,0,0,1,0,0,11,1,0,0,0.09,0.00,0.09,2.55,9,5,3,1,9.8,2.0,19.0,3.1,0.0
Mamadou Sarr,DEF,Chelsea,231,21,207,10,False,2026-01-07T19:30:00Z,45,878,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Lukas Nmecha,FWD,Leeds,365,21,209,15,False,2026-01-07T20:15:00Z,50,68471,2076,2272,-196,3,0,1,0,0,0,2,0,0,4,0,0,0,0.10,0.00,0.10,0.94,3,1,2,0,2.4,0.1,21.0,2.4,0.0
Loum Tchaouna,MID,Burnley,210,21,204,14,True,2026-01-07T20:15:00Z,49,4428,30,115,-85,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Ollie Watkins,FWD,Aston Villa,64,21,205,8,False,2026-01-07T19:30:00Z,87,1726587,562808,30897,531911,90,1,2,0,0,1,0,0,0,4,0,0,0,0.95,0.01,0.96,1.50,5,2,2,1,6.4,2.3,40.0,4.9,0.0
James Ward-Prowse,MID,West Ham,614,21,210,16,True,2026-01-06T20:00:00Z,56,22216,308,482,-174,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Jarrod Bowen,FWD,West Ham,624,21,210,16,True,2026-01-06T20:00:00Z,77,1272293,127747,89542,38205,90,1,2,0,0,0,2,0,0,10,0,0,0,0.19,0.16,0.35,1.38,9,4,3,2,7.4,18.2,22.0,4.8,0.0
Nico González Iglesias,MID,Man City,423,21,208,6,True,2026-01-07T19:30:00Z,59,15117,88,1375,-1287,63,1,4,0,0,0,1,0,0,17,0,0,0,0.05,0.03,0.08,0.39,13,4,5,4,12.4,4.0,3.0,1.9,0.0
Gonçalo Manuel Ganchinho Guedes,MID,Wolves,647,21,206,9,False,2026-01-07T19:30:00Z,55,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Alan Browne,MID,Sunderland,555,21,203,5,False,2026-01-07T19:30:00Z,45,3975,0,23,-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Jaka Bijol,DEF,Leeds,344,21,209,15,False,2026-01-07T20:15:00Z,39,73879,7797,3159,4638,90,1,3,0,1,0,4,0,0,3,0,0,0,0.04,0.02,0.06,2.44,9,9,2,0,16.2,1.1,11.0,2.8,0.0
Alex Scott,MID,Bournemouth,90,21,202,18,True,2026-01-07T19:30:00Z,50,30426,996,1416,-420,90,1,4,0,0,0,2,0,0,17,0,0,0,0.05,0.22,0.27,1.25,14,6,8,0,13.8,5.4,4.0,2.3,0.0
Lewis O'Brien,MID,Nott'm Forest,520,21,210,19,False,2026-01-06T20:00:00Z,50,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Patrick Roberts,MID,Sunderland,545,21,203,5,False,2026-01-07T19:30:00Z,54,1600,0,6,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Álex Moreno Lopera,DEF,Aston Villa,43,21,205,8,False,2026-01-07T19:30:00Z,40,219229,0,2262,-2262,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Eric da Silva Moreira,MID,Nott'm Forest,523,21,210,19,False,2026-01-06T20:00:00Z,45,6642,0,30,-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Leny Yoro,DEF,Man Utd,444,21,204,3,False,2026-01-07T20:15:00Z,42,173860,1237,3210,-1973,29,0,1,0,0,0,1,0,0,1,0,0,0,0.08,0.01,0.09,0.16,3,2,0,1,4.6,1.5,4.0,1.0,0.0
Shurandy Sambo,DEF,Burnley,196,21,204,14,True,2026-01-07T20:15:00Z,40,5186,0,28,-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Diego Gómez Amarilla,MID,Brighton,169,21,208,13,False,2026-01-07T19:30:00Z,49,27566,782,6112,-5330,76,1,2,0,0,0,1,0,0,5,0,0,0,0.58,0.32,0.90,1.58,8,3,4,1,0.0,27.5,9.0,3.5,0.0
Piero Hincapié,DEF,Arsenal,725,21,201,12,True,2026-01-08T20:00:00Z,53,193067,4346,52317,-47971,56,1,1,0,0,0,0,0,0,5,0,0,0,0.00,0.01,0.01,0.14,3,2,2,1,3.2,1.8,2.0,0.7,0.0
Lucá Williams-Barnett,MID,Spurs,790,21,202,4,False,2026-01-07T19:30:00Z,45,73,40,4,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Neco Williams,DEF,Nott'm Forest,508,21,210,19,False,2026-01-06T20:00:00Z,47,422293,4756,16359,-11603,90,1,4,0,0,0,1,0,0,19,0,0,0,0.05,0.05,0.10,0.95,11,10,6,1,30.0,17.7,17.0,6.5,0.0
David Mota Veiga Teixeira do Carmo,DEF,Nott'm Forest,509,21,210,19,False,2026-01-06T20:00:00Z,45,2701,0,9,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Harrison Armstrong,MID,Everton,305,21,206,20,True,2026-01-07T19:30:00Z,45,6126,369,86,283,86,1,4,0,0,0,1,0,0,12,0,0,0,0.00,0.02,0.02,0.57,12,6,4,2,15.0,6.3,2.0,2.3,0.0
Jackson Tchatchoua,DEF,Wolves,695,21,206,9,False,2026-01-07T19:30:00Z,44,3744,277,192,85,90,1,2,0,0,0,1,0,0,8,0,0,0,0.00,0.01,0.01,0.89,0,0,2,0,0.8,3.3,2.0,0.6,0.0
Lucas Pires Silva,DEF,Burnley,195,21,204,14,True,2026-01-07T20:15:00Z,38,29410,1243,1176,67,90,1,1,0,0,0,2,0,0,-1,0,0,0,0.03,0.01,0.04,2.55,2,1,6,1,3.8,3.5,6.0,1.3,0.0
Anthony Patterson,GK,Sunderland,528,21,203,5,False,2026-01-07T19:30:00Z,42,22953,266,320,-54,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Wilson Isidor,FWD,Sunderland,560,21,203,5,False,2026-01-07T19:30:00Z,53,235816,3857,28700,-24843,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Jack Harrison,MID,Leeds,352,21,209,15,False,2026-01-07T20:15:00Z,51,7185,156,203,-47,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Kieran Morrison,MID,Liverpool,746,21,201,1,False,2026-01-08T20:00:00Z,45,955,15,38,-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Dango Ouattara,MID,Brentford,83,21,203,17,True,2026-01-07T19:30:00Z,58,42687,69,5004,-4935,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Mathys Tel,MID,Spurs,584,21,202,4,False,2026-01-07T19:30:00Z,62,14805,1440,440,1000,90,1,10,1,0,0,3,0,3,42,0,0,0,0.06,0.14,0.20,1.27,8,0,6,2,49.6,48.2,27.0,12.5,0.0
Charlie Crew,MID,Leeds,359,21,209,15,False,2026-01-07T20:15:00Z,45,436,0,3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Ryan Trevitt,MID,Brentford,134,21,203,17,True,2026-01-07T19:30:00Z,45,506,0,3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Sandro Tonali,MID,Newcastle,491,21,209,11,True,2026-01-07T20:15:00Z,53,133322,3447,4431,-984,45,1,1,0,0,0,2,0,0,10,0,0,0,0.02,0.01,0.03,1.42,3,1,2,0,2.0,2.8,4.0,0.9,0.0
Marli Salmon,DEF,Arsenal,759,21,201,12,True,2026-01-08T20:00:00Z,40,1417,51,97,-46,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Ben Broggio,MID,Aston Villa,60,21,205,8,False,2026-01-07T19:30:00Z,44,37170,391,859,-468,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Josh Dasilva,MID,Brentford,748,21,203,17,True,2026-01-07T19:30:00Z,49,183,4,7,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Matt Doherty,DEF,Wolves,632,21,206,9,False,2026-01-07T19:30:00Z,44,11197,257,500,-243,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Niclas Füllkrug,FWD,West Ham,625,21,210,16,True,2026-01-06T20:00:00Z,56,78584,0,1334,-1334,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Sam Chambers,MID,Leeds,787,21,209,15,False,2026-01-07T20:15:00Z,45,60,49,5,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Maldini Kacurri,DEF,Arsenal,14,21,201,12,True,2026-01-08T20:00:00Z,39,12762,0,95,-95,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Donyell Malen,MID,Aston Villa,53,21,205,8,False,2026-01-07T19:30:00Z,51,87282,1263,8504,-7241,17,0,1,0,0,0,0,0,0,3,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,1.0,0.0,0.0,0.1,0.0
Bafodé Diakité,DEF,Bournemouth,685,21,202,18,True,2026-01-07T19:30:00Z,43,41813,318,2254,-1936,3,0,1,0,0,0,0,0,0,3,0,0,0,0.00,0.00,0.00,0.04,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Leander Dendoncker,MID,Aston Villa,61,21,205,8,False,2026-01-07T19:30:00Z,45,9531,0,73,-73,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Robin Roefs,GK,Sunderland,670,21,203,5,False,2026-01-07T19:30:00Z,49,1499182,176859,22048,154811,90,1,2,0,0,0,3,3,0,7,0,0,0,0.00,0.00,0.00,3.24,0,3,10,0,32.4,0.0,0.0,3.2,0.0
